Company_ID,Legal_Entity_Name,PAN_Number,Financial_Year,Quarter,Customer_ID,Customer_Name,TAN_Number,Invoice_Number,Invoice_Date,Invoice_Amount,GST_Amount,Payment_Date,Gross_Payment,Payment_Method,Bank_Name,Bank_Account_Number,Receipt_Reference,TDS_Applicable,TDS_Section,TDS_Rate,TDS_Deducted,Form26AS_Credit,AIS_Credit,Difference_Amount,Credit_Status,Compliance_Status,Evidence_Status,Risk_Score,Narration
817,Fivebridge,LMNO9012Q,2021,Q4,817,Kip Dagg,LMNO90123Q,INV-2020-000456,8/27/2021,6020.09,905.19,6/1/2020,4896.05,Credit Card,Zoomdog,6575787121,UTR250401000123,false,194IA,1.68,548.97,111.73,230.82,112.07,Section Mismatch,Compliant,Missing,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
818,Shuffletag,ABCDE1234F,2021,Q3,818,Arman Yurkov,LMNO90123Q,INV-2021-000789,3/14/2021,2562.26,619.79,3/3/2020,4438.2,Cheque,Tazzy,6902537764,UTR250402000456,true,194C,7.24,521.09,330.41,92.52,152.24,Missing Credit,Escalated,Ready,5,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
819,Babbleset,XYZW5678P,2020,Q2,819,Fanchette Cosser,WXYZ67890P,INV-2021-000789,1/27/2020,1060.01,159.89,8/1/2020,9893.98,Credit Card,Riffpath,9555046920,UTR250402000456,true,194J,8.2,746.99,324.75,62.22,225.69,Section Mismatch,Escalated,Partial,9,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
820,Linkbuzz,XYZW5678P,2020,Q1,820,Ulric Toms,ABCD12345E,INV-2020-000456,6/10/2020,8285.8,629.87,7/1/2020,6284.83,Bank Transfer,Skyndu,5448297611,TXN250401000123,true,194C,3.58,340.5,376.52,34.66,-321.82,Matched,Escalated,Missing,9,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla."
821,Einti,LMNO9012Q,2021,Q3,821,Lilith Leachman,ABCD12345E,INV-2021-000789,4/29/2020,1903.82,838.21,10/9/2021,5646.68,Bank Transfer,Brainsphere,1223284715,TXN250401000123,true,194J,8.32,794.9,168.0,160.82,268.6,Section Mismatch,Compliant,Ready,2,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque."
822,Livepath,ABCDE1234F,2021,Q2,822,Maurita Doleman,WXYZ67890P,INV-2020-000123,2/6/2021,6885.64,174.36,7/2/2021,6026.14,Credit Card,Yodel,5783488178,TXN250401000123,true,194C,4.28,916.57,174.67,405.06,226.31,Section Mismatch,Compliant,Missing,5,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
823,Photobug,XYZW5678P,2020,Q4,823,Jennine Tilio,ABCD12345E,INV-2020-000456,1/21/2021,3791.15,434.48,8/28/2020,3095.11,Bank Transfer,Aimbo,6947585698,TXN250401000123,true,194C,9.37,801.19,488.63,428.41,-384.91,Section Mismatch,Escalated,Ready,6,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
824,Tagopia,XYZW5678P,2021,Q1,824,Lanette Dancey,WXYZ67890P,INV-2020-000456,1/5/2020,2939.62,403.36,5/12/2020,8099.04,Credit Card,Fivebridge,6143302401,UTR250401000123,true,194IA,5.78,910.93,88.78,472.34,152.27,Matched,Compliant,Partial,1,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
825,Dabvine,ABCDE1234F,2020,Q3,825,Kelsy Starking,WXYZ67890P,INV-2020-000456,7/21/2020,9928.23,444.04,10/12/2021,3127.35,Credit Card,Wikivu,4548972895,UTR250401000123,false,194C,5.44,201.95,207.61,160.18,375.85,Matched,Escalated,Missing,10,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
826,Jabberbean,XYZW5678P,2021,Q2,826,Basia McGillivrie,ABCD12345E,INV-2021-000789,1/24/2021,6328.14,856.64,5/30/2021,7295.32,Credit Card,Gigazoom,6137126792,TXN250401000123,false,194IA,8.87,184.82,103.58,2.49,-323.94,Missing Credit,Compliant,Partial,8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius."
827,DabZ,XYZW5678P,2020,Q3,827,Cordy Goldhawk,LMNO90123Q,INV-2020-000456,3/3/2020,1158.86,309.09,6/20/2021,5047.73,Credit Card,Twimbo,7160339893,UTR250401000123,true,194C,3.79,692.51,237.69,173.79,-386.05,Missing Credit,Escalated,Partial,4,Quisque porta volutpat erat.
828,Agimba,ABCDE1234F,2021,Q1,828,Reuben Serrell,ABCD12345E,INV-2021-000789,9/6/2021,8218.12,404.52,5/7/2021,1949.53,Bank Transfer,Eamia,7359975412,UTR250402000456,true,194IA,4.86,275.44,182.78,354.81,188.67,Section Mismatch,Needs Review,Missing,2,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc."
829,Thoughtblab,XYZW5678P,2021,Q3,829,Nannie Lambarton,WXYZ67890P,INV-2020-000456,6/11/2020,3194.01,221.04,6/21/2020,7474.59,Cheque,Aimbu,3561746202,UTR250401000123,true,194C,9.13,723.97,94.7,280.21,465.9,Section Mismatch,Escalated,Missing,4,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
830,Mymm,LMNO9012Q,2020,Q4,830,Bertie Schulze,ABCD12345E,INV-2020-000123,11/3/2021,9723.66,671.25,3/27/2020,2222.85,Bank Transfer,Pixoboo,8879980502,TXN250401000123,false,194J,7.77,814.2,451.75,132.19,-462.84,Missing Credit,Escalated,Missing,2,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti."
831,Cogilith,ABCDE1234F,2020,Q1,831,Mina Caston,WXYZ67890P,INV-2020-000456,12/20/2020,2749.78,268.47,9/15/2020,1435.67,Credit Card,Jaxnation,2147122303,TXN250401000123,false,194J,3.41,948.51,474.9,242.35,-292.52,Missing Credit,Compliant,Partial,10,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus."
832,Yozio,XYZW5678P,2021,Q3,832,Delila Petruskevich,WXYZ67890P,INV-2021-000789,5/28/2020,4849.22,168.85,8/29/2020,5873.27,Cheque,Rooxo,9631670951,UTR250401000123,false,194J,7.87,696.53,353.07,455.27,198.14,Missing Credit,Compliant,Partial,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus."
833,Avaveo,ABCDE1234F,2020,Q3,833,Gisele Assaf,ABCD12345E,INV-2020-000123,2/19/2020,5544.2,115.22,1/19/2020,6063.4,Credit Card,Chatterpoint,8346812265,UTR250401000123,true,194J,8.76,427.53,65.34,203.65,359.72,Missing Credit,Escalated,Ready,8,Nulla ut erat id mauris vulputate elementum. Nullam varius.
834,Twimbo,XYZW5678P,2021,Q4,834,Philis Madeley,LMNO90123Q,INV-2020-000123,2/29/2020,5804.01,150.91,12/10/2020,4591.11,Cheque,Latz,1465316586,TXN250401000123,false,194C,2.58,807.96,33.81,316.13,-322.42,Missing Credit,Escalated,Missing,9,In sagittis dui vel nisl.
835,Roodel,LMNO9012Q,2020,Q1,835,Lelah Baldacco,WXYZ67890P,INV-2020-000456,8/13/2021,9134.73,949.76,10/30/2020,5902.81,Bank Transfer,Yadel,9604933861,UTR250402000456,true,194C,8.06,553.9,42.81,284.69,48.12,Section Mismatch,Needs Review,Partial,3,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
836,Jabberbean,XYZW5678P,2021,Q4,836,Goraud Parades,ABCD12345E,INV-2020-000456,5/12/2021,4132.1,901.13,9/22/2021,9145.54,Credit Card,Jabbersphere,9850748183,UTR250402000456,true,194C,6.97,951.29,415.49,263.06,134.36,Section Mismatch,Compliant,Partial,3,"Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
837,Topicblab,LMNO9012Q,2021,Q3,837,Randee Pond-Jones,LMNO90123Q,INV-2020-000123,10/15/2020,7650.57,946.16,6/10/2020,1444.58,Bank Transfer,Buzzster,7204373773,UTR250402000456,true,194C,7.29,948.13,4.08,92.31,-295.78,Missing Credit,Escalated,Missing,7,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.
838,Tekfly,ABCDE1234F,2020,Q4,838,Jordon Laflin,ABCD12345E,INV-2020-000123,10/25/2020,3076.74,430.01,9/24/2021,1915.05,Cheque,Abata,2900572468,UTR250401000123,true,194J,8.23,476.73,265.64,153.38,412.86,Missing Credit,Needs Review,Partial,3,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus."
839,Katz,ABCDE1234F,2021,Q1,839,Billie Hugueville,ABCD12345E,INV-2020-000123,10/16/2020,8360.77,344.57,1/24/2020,7023.58,Cheque,Skyvu,3552672143,UTR250401000123,true,194IA,9.17,455.7,82.16,494.88,-151.98,Matched,Needs Review,Missing,8,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
840,Trupe,ABCDE1234F,2020,Q4,840,Jeniece Engall,ABCD12345E,INV-2021-000789,1/17/2020,2614.91,453.7,7/20/2020,3310.84,Bank Transfer,Feedfish,3137464428,UTR250401000123,false,194IA,1.23,820.07,26.86,471.7,239.32,Missing Credit,Needs Review,Missing,8,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
841,Topicblab,XYZW5678P,2020,Q4,841,Erinn Croydon,ABCD12345E,INV-2021-000789,3/27/2021,1720.08,834.53,9/26/2020,4798.33,Credit Card,Divape,2044597881,TXN250401000123,false,194IA,2.74,301.47,81.27,251.57,141.89,Section Mismatch,Escalated,Missing,3,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.
842,Skimia,LMNO9012Q,2021,Q1,842,Sinclair Atwater,WXYZ67890P,INV-2020-000456,9/27/2021,7549.86,570.3,6/28/2020,2423.23,Cheque,Voonte,9820024573,TXN250401000123,true,194IA,7.14,604.19,147.32,345.95,-330.93,Matched,Compliant,Partial,8,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
843,Jaxworks,ABCDE1234F,2021,Q1,843,Nolie Cousins,ABCD12345E,INV-2020-000456,6/30/2021,7278.34,883.96,2/25/2020,5043.56,Credit Card,Babbleset,3200901936,UTR250402000456,false,194IA,2.99,695.53,392.98,164.39,-422.76,Missing Credit,Needs Review,Missing,7,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.
844,Demivee,LMNO9012Q,2021,Q4,844,Melvyn Ewols,ABCD12345E,INV-2020-000456,12/29/2020,7301.38,913.44,1/7/2020,5090.91,Bank Transfer,Quatz,3323189378,UTR250401000123,false,194IA,3.42,697.13,467.14,236.6,-135.33,Matched,Compliant,Partial,1,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
845,Avavee,XYZW5678P,2020,Q1,845,Lizabeth Alexander,LMNO90123Q,INV-2021-000789,4/24/2021,7316.56,283.6,1/20/2020,2953.47,Bank Transfer,Skajo,9082258125,TXN250401000123,false,194C,8.17,203.07,140.24,187.32,65.83,Matched,Needs Review,Missing,3,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
846,Fivechat,XYZW5678P,2020,Q4,846,Kynthia Hunday,ABCD12345E,INV-2020-000123,8/10/2021,9068.26,645.08,12/14/2021,5129.43,Cheque,Brainbox,7120782675,UTR250401000123,false,194J,5.82,117.77,396.34,115.36,59.5,Section Mismatch,Escalated,Missing,7,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
847,Wikido,ABCDE1234F,2021,Q1,847,Kristina Lewin,ABCD12345E,INV-2020-000123,9/24/2021,6801.68,313.98,5/27/2021,3683.11,Bank Transfer,Realcube,6156992931,TXN250401000123,false,194IA,7.01,797.79,10.74,5.97,-492.12,Section Mismatch,Needs Review,Ready,8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor."
848,Mynte,LMNO9012Q,2021,Q2,848,Karylin Meighan,ABCD12345E,INV-2020-000123,11/22/2020,5169.26,150.67,11/22/2020,2201.04,Bank Transfer,Blogtags,1844353039,TXN250401000123,true,194IA,3.53,715.3,384.2,359.07,-406.21,Section Mismatch,Escalated,Partial,2,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.
849,Jayo,XYZW5678P,2020,Q3,849,Rosamund Clemmitt,LMNO90123Q,INV-2020-000123,5/4/2020,2188.52,718.11,10/1/2020,7704.13,Credit Card,Thoughtstorm,5269393559,TXN250401000123,true,194C,6.97,373.64,24.94,302.23,-413.98,Matched,Needs Review,Ready,8,In congue. Etiam justo.
850,Topicstorm,XYZW5678P,2020,Q2,850,Ranna Brock,ABCD12345E,INV-2020-000123,10/14/2020,5037.37,932.27,4/10/2021,4955.64,Bank Transfer,Twiyo,4052706756,TXN250401000123,false,194C,5.82,221.01,30.34,400.9,-347.23,Missing Credit,Escalated,Ready,2,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.
851,Omba,ABCDE1234F,2021,Q2,851,Tammie Balogh,WXYZ67890P,INV-2020-000123,10/9/2020,7753.78,245.14,5/10/2021,6729.19,Bank Transfer,Jayo,8516517673,TXN250401000123,true,194IA,5.31,644.5,375.58,205.64,-2.8,Missing Credit,Compliant,Partial,3,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.
852,Centidel,LMNO9012Q,2021,Q2,852,Hogan Jefferd,LMNO90123Q,INV-2020-000123,1/13/2020,9599.6,982.93,11/25/2021,5799.73,Cheque,Devbug,2339856080,UTR250402000456,true,194C,2.51,244.99,333.52,441.66,-406.16,Section Mismatch,Compliant,Missing,7,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.
853,Flipbug,ABCDE1234F,2021,Q3,853,Ram Rochford,LMNO90123Q,INV-2021-000789,3/4/2021,9509.99,450.02,3/30/2021,4342.85,Credit Card,Plambee,1371319286,UTR250402000456,false,194J,2.16,881.93,60.4,100.79,-455.17,Section Mismatch,Needs Review,Ready,8,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
854,Leexo,ABCDE1234F,2020,Q1,854,Virgina Rothert,ABCD12345E,INV-2020-000123,2/23/2021,1772.64,477.72,4/11/2021,1942.63,Bank Transfer,Plajo,8137811392,UTR250402000456,true,194IA,3.06,746.94,259.74,171.61,257.18,Missing Credit,Needs Review,Missing,2,Donec quis orci eget orci vehicula condimentum.
855,Quatz,XYZW5678P,2020,Q4,855,Kari Killgus,WXYZ67890P,INV-2020-000456,7/19/2021,5384.6,253.05,1/10/2021,5089.96,Bank Transfer,Dynazzy,7100726612,TXN250401000123,true,194C,6.81,247.97,244.98,248.4,-487.66,Missing Credit,Needs Review,Ready,7,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy."
856,Browsebug,ABCDE1234F,2020,Q2,856,Colene Donativo,ABCD12345E,INV-2020-000123,7/20/2020,3312.21,628.06,4/25/2021,4403.32,Bank Transfer,Bubbletube,6425671684,UTR250402000456,true,194C,3.05,453.28,418.83,21.63,-194.97,Matched,Needs Review,Ready,7,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti."
857,Livetube,ABCDE1234F,2021,Q3,857,Glenine Oller,ABCD12345E,INV-2020-000456,11/26/2020,9343.44,564.75,12/25/2021,8036.61,Credit Card,Roomm,1450066355,TXN250401000123,false,194C,5.8,301.07,220.47,340.6,-203.93,Section Mismatch,Compliant,Ready,4,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.
858,Voonder,XYZW5678P,2020,Q2,858,Lindsay Starkey,LMNO90123Q,INV-2020-000456,4/29/2021,8813.12,558.6,12/1/2020,6699.25,Cheque,Abata,9726733169,UTR250401000123,true,194C,9.39,643.83,493.2,95.61,-451.3,Missing Credit,Escalated,Ready,4,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
859,Mydo,LMNO9012Q,2020,Q1,859,Greer Ofen,LMNO90123Q,INV-2021-000789,11/14/2021,5776.12,597.9,1/23/2020,6129.97,Credit Card,Kaymbo,9353175085,TXN250401000123,true,194C,5.05,485.27,447.61,317.42,-282.85,Matched,Compliant,Missing,7,Quisque id justo sit amet sapien dignissim vestibulum.
860,Realpoint,XYZW5678P,2021,Q2,860,Yelena Bridywater,WXYZ67890P,INV-2021-000789,3/7/2021,5053.7,894.06,6/13/2021,6073.71,Cheque,Gigaclub,9437929177,TXN250401000123,false,194J,6.06,885.42,473.13,234.38,229.28,Section Mismatch,Compliant,Ready,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien."
861,Jetpulse,LMNO9012Q,2020,Q1,861,Lynne Imesson,WXYZ67890P,INV-2020-000456,7/10/2020,8136.55,857.17,4/16/2021,6242.75,Cheque,Brainsphere,6505113030,UTR250402000456,true,194C,2.26,247.85,203.39,403.1,67.21,Missing Credit,Needs Review,Ready,9,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros."
862,Plajo,ABCDE1234F,2020,Q2,862,Alfons Farr,LMNO90123Q,INV-2021-000789,11/17/2020,5192.67,635.45,2/7/2021,1302.96,Credit Card,Edgeclub,8517841412,UTR250402000456,false,194C,2.37,175.6,58.5,437.41,217.43,Section Mismatch,Needs Review,Ready,10,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo."
863,Ooba,LMNO9012Q,2020,Q2,863,Jefferson Ivantyev,WXYZ67890P,INV-2021-000789,4/1/2021,7019.36,928.49,7/8/2021,7449.81,Bank Transfer,Mycat,1143317830,UTR250402000456,false,194J,7.45,629.73,459.53,414.51,-352.55,Missing Credit,Escalated,Missing,8,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus."
864,Jetpulse,XYZW5678P,2020,Q1,864,Charyl de Quincey,ABCD12345E,INV-2020-000456,6/29/2021,8122.24,139.46,11/27/2020,6937.49,Bank Transfer,Gabtype,7564807945,UTR250401000123,true,194J,8.51,843.9,80.58,431.03,-117.61,Missing Credit,Escalated,Partial,8,Suspendisse potenti.
865,Buzzbean,ABCDE1234F,2021,Q3,865,Lambert Greenwood,WXYZ67890P,INV-2021-000789,12/13/2020,3552.17,366.78,8/3/2021,3039.09,Credit Card,Skajo,1810841485,TXN250401000123,false,194J,8.04,664.06,443.74,453.54,-391.34,Missing Credit,Needs Review,Ready,6,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis."
866,Myworks,LMNO9012Q,2020,Q1,866,Terri Jerschke,WXYZ67890P,INV-2020-000123,12/14/2021,4907.74,768.56,8/2/2020,4608.83,Bank Transfer,Wikibox,8700381060,TXN250401000123,false,194J,6.58,439.09,91.52,332.11,351.46,Section Mismatch,Needs Review,Partial,10,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.
867,Janyx,LMNO9012Q,2020,Q2,867,Kylila Yerson,LMNO90123Q,INV-2020-000456,4/23/2020,8242.61,747.67,8/16/2021,3800.73,Bank Transfer,Edgeclub,9369740540,UTR250402000456,true,194C,5.74,729.67,36.98,483.44,-488.09,Matched,Escalated,Partial,2,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
868,Devbug,XYZW5678P,2021,Q4,868,Gussie Ferroni,ABCD12345E,INV-2020-000123,6/29/2021,9677.82,182.31,2/24/2020,5834.04,Bank Transfer,Ailane,3402261171,TXN250401000123,true,194C,6.05,148.96,147.94,472.99,-103.88,Missing Credit,Compliant,Partial,9,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.
869,Nlounge,LMNO9012Q,2020,Q4,869,Mariana Hawsby,WXYZ67890P,INV-2021-000789,9/17/2020,9284.93,336.68,8/4/2021,2108.11,Bank Transfer,Ntag,1579666458,TXN250401000123,false,194J,5.98,581.46,304.93,449.68,291.41,Section Mismatch,Escalated,Ready,9,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.
870,Eimbee,ABCDE1234F,2020,Q4,870,Rowney Bohike,WXYZ67890P,INV-2020-000456,1/25/2020,9698.8,123.81,12/29/2021,8419.11,Credit Card,Omba,8073666510,UTR250401000123,false,194C,6.55,962.97,138.73,456.03,462.83,Missing Credit,Compliant,Missing,2,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
